chr;start;end;length;abs_summit;pileup;LOG10(pvalue);fold_enrichment;LOG10(qvalue);name
chr10;106007269;106007669;401;106007546;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.3451
chr10;108432217;108432476;260;108432368;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.3475
chr10;109388154;109388410;257;109388265;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.3485
chr10;123367549;123367811;263;123367659;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.3697
chr11;6131072;6131356;285;6131199;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.3836
chr11;8303808;8304122;315;8303925;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.3880
chr11;16625280;16625612;333;16625496;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.3962
chr11;20165062;20165555;494;20165205;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.4011
chr11;23451467;23451690;224;23451583;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.4064
chr11;30492022;30492323;302;30492190;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.4160
chr11;33366164;33366413;250;33366319;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.4209
chr11;47813308;47813551;244;47813459;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.4332
chr11;76865596;76865845;250;76865696;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.4721
chr11;97282821;97283123;303;97282910;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.4998
chr11;115023386;115023619;234;115023557;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.5219
chr12;4289447;4289793;347;4289684;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.5291
chr12;5350723;5351009;287;5350898;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.5314
chr12;8615155;8615575;421;8615539;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.5336
chr12;11030613;11030823;211;11030715;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.5362
chr12;11039405;11039682;278;11039574;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.5363
chr12;19786880;19787128;249;19787038;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.5499
chr12;20553176;20553399;224;20553220;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.5541
chr12;20761667;20761911;245;20761767;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.5550
chr12;20963013;20963273;261;20963178;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.5557
chr12;21467668;21467890;223;21467725;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.5565
chr12;23848924;23849226;303;23849113;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.5624
chr12;24172428;24172752;325;24172502;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.5632
chr12;26338031;26338244;214;26338122;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.5653
chr12;30771595;30771806;212;30771634;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.5679
chr12;44307781;44307994;214;44307871;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.5811
chr12;48853236;48853757;522;48853326;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.5842
chr12;54222415;54223143;729;54223009;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.5891
chr12;55956838;55957432;595;55957042;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.5920
chr12;64779004;64779269;266;64779125;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.5990
chr12;64908568;64908840;273;64908651;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.5992
chr12;65114927;65115468;542;65115137;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.5994
chr12;69119984;69120266;283;69120112;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.6035
chr12;74808680;74809006;327;74808832;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.6134
chr12;77189175;77189440;266;77189247;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.6181
chr12;87569390;87569604;215;87569487;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.6333
chr12;95347101;95347415;315;95347213;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.6454
chr12;99009480;99009725;246;99009682;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.6482
chr12;101960839;101961089;251;101960985;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.6525
chr12;102456162;102456429;268;102456298;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.6535
chr12;115823716;115824111;396;115823985;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.6727
chr12;116778519;116778757;239;116778576;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.6744
chr12;117914525;117914783;259;117914592;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.6762
chr12;118492849;118493102;254;118492970;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.6765
chr13;4001764;4001982;219;4001875;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.6798
chr13;4402188;4402472;285;4402338;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.6806
chr13;4656686;4657097;412;4656921;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.6809
chr13;5629375;5629602;228;5629423;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.6819
chr13;11820676;11820936;261;11820779;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.6882
chr13;11979172;11979383;212;11979262;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.6885
chr13;12989321;12989708;388;12989589;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.6957
chr13;13512656;13513000;345;13512724;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.6967
chr13;17432609;17432939;331;17432780;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.7001
chr13;21249793;21250314;522;21249887;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.7071
chr13;21279638;21279851;214;21279711;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.7073
chr13;22027957;22028176;220;22028063;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.7100
chr13;31088504;31088929;426;31088751;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.7184
chr13;34957268;34957601;334;34957370;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.7236
chr13;37588066;37588335;270;37588146;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.7268
chr13;39877859;39878112;254;39877941;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.7303
chr13;49429538;49429782;245;49429658;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.7446
chr13;50620322;50620561;240;50620410;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.7467
chr13;62178808;62179676;869;62179104;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.7622
chr13;62629712;62630105;394;62629788;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.7650
chr13;66249627;66249931;305;66249708;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.7771
chr13;66292629;66292838;210;66292720;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.7776
chr13;68017976;68018227;252;68018059;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.7870
chr13;68231805;68232194;390;68231893;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.7878
chr13;69204766;69204982;217;69204896;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.7903
chr13;71448108;71448334;227;71448243;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.7920
chr13;74846284;74846523;240;74846344;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.7953
chr13;74966636;74967037;402;74966943;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.7954
chr13;75307769;75308142;374;75307955;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.7955
chr13;83254305;83254589;285;83254410;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.8034
chr13;84752413;84752635;223;84752502;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.8046
chr13;99941220;99941450;231;99941376;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.8228
chr13;104519259;104519609;351;104519531;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.8281
chr13;112175927;112176152;226;112175997;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.8371
chr13;113722004;113722709;706;113722106;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.8391
chr13;114042907;114043129;223;114043011;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.8401
chr13;118022903;118023237;335;118023087;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.8434
chr14;3215800;3216041;242;3215974;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.8538
chr14;3310903;3311129;227;3310984;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.8545
chr14;3660897;3661127;231;3660995;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.8575
chr14;4217057;4217364;308;4217288;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.8654
chr14;4380424;4380723;300;4380576;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.8669
chr14;4402444;4402880;437;4402702;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.8679
chr14;4428070;4428289;220;4428184;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.8686
chr14;4648280;4648850;571;4648659;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.8714
chr14;4705829;4706445;617;4706035;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.8721
chr14;4892396;4893140;745;4892570;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.8768
chr14;5370205;5370437;233;5370303;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.8814
chr14;5399417;5399773;357;5399687;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.8825
chr14;5731363;5732317;955;5732086;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.8866
chr14;6266218;6266676;459;6266362;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.8956
chr14;6268185;6268398;214;6268294;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.8958
chr14;6369643;6369924;282;6369787;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.8972
chr14;6464143;6464403;261;6464287;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.9004
chr14;6533168;6533754;587;6533657;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.9015
chr14;7506875;7507157;283;7507010;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.9168
chr14;8070470;8070725;256;8070689;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.9206
chr14;11935723;11935988;266;11935882;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.9242
chr14;11967500;11968112;613;11967678;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.9244
chr14;13623221;13623440;220;13623347;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.9263
chr14;19578404;19579149;746;19578756;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.9336
chr14;32150051;32150390;340;32150244;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.9496
chr14;43593064;43593443;380;43593095;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.9736
chr14;47829954;47830201;248;47830073;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.9805
chr14;48717856;48718188;333;48718071;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.9824
chr14;51582516;51582861;346;51582664;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.9858
chr14;51900655;51901185;531;51900778;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.9874
chr14;56009248;56009509;262;56009334;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.9919
chr14;56348431;56348644;214;56348519;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.9924
chr14;62037647;62037900;254;62037840;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10014
chr14;62487548;62487783;236;62487653;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10019
chr14;66599747;66599997;251;66599907;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10074
chr14;72846137;72846426;290;72846311;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10115
chr14;73588871;73589300;430;73588960;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10129
chr14;74838920;74839163;244;74839055;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10133
chr14;78450377;78450630;254;78450513;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10197
chr14;80644050;80644276;227;80644131;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10224
chr14;87306931;87307292;362;87307035;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10267
chr14;90799748;90799984;237;90799838;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10285
chr14;97191223;97191531;309;97191300;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10326
chr14;99517679;99518002;324;99517853;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10345
chr14;102636495;102636833;339;102636606;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10383
chr14;103573612;103573826;215;103573723;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10388
chr14;106608762;106609005;244;106608848;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10427
chr14;106924777;106924997;221;106924866;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10429
chr14;107448306;107448649;344;107448392;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10437
chr14;107748348;107748626;279;107748495;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10440
chr14;114855098;114855343;246;114855228;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10476
chr14;117801378;117801637;260;117801465;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10491
chr15;3957580;3957797;218;3957688;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10582
chr15;5422313;5422524;212;5422415;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10602
chr15;5992041;5992369;329;5992196;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10611
chr15;10977263;10977486;224;10977404;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10680
chr15;21777972;21778224;253;21778059;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10771
chr15;35454098;35454379;282;35454246;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10900
chr15;41178892;41179104;213;41178992;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10960
chr15;41352142;41352401;260;41352261;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10965
chr15;43723075;43723389;315;43723137;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.10994
chr15;55380078;55380330;253;55380204;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.11086
chr15;58413365;58413653;289;58413492;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.11113
chr15;59107532;59107867;336;59107708;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.11123
chr15;62010793;62011055;263;62010913;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.11149
chr15;65881106;65881315;210;65881183;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.11176
chr15;75877735;75878097;363;75877901;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.11266
chr15;82690393;82690626;234;82690487;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.11348
chr15;96179659;96180022;364;96179879;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.11460
chr15;96426952;96427235;284;96427116;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.11466
chr15;97136508;97136735;228;97136631;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.11480
chr16;3123896;3124176;281;3124003;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.11604
chr16;3784753;3784995;243;3784892;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.11641
chr16;5261196;5261490;295;5261293;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.11663
chr16;11389174;11389664;491;11389298;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.11747
chr16;13031991;13032260;270;13032123;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.11758
chr16;18520322;18520635;314;18520455;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.11848
chr16;20478575;20479359;785;20479090;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.11882
chr16;35972843;35973060;218;35972932;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.12092
chr16;36190029;36190247;219;36190169;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.12096
chr16;44723205;44723487;283;44723407;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.12206
chr16;49504626;49504907;282;49504860;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.12249
chr16;58809458;58809776;319;58809572;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.12336
chr16;73876274;73876568;295;73876403;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.12415
chr16;98007457;98007707;251;98007554;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.12616
chr17;9937345;9937561;217;9937450;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.12676
chr17;10850416;10850698;283;10850635;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.12694
chr17;11619219;11619435;217;11619322;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.12697
chr17;17090994;17091237;244;17091102;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.12772
chr17;17148250;17148487;238;17148368;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.12779
chr17;23505397;23505801;405;23505551;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.12858
chr17;26498706;26498940;235;26498846;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.12889
chr17;33068588;33068953;366;33068776;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.12999
chr17;41939916;41940363;448;41940128;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.13095
chr17;54484049;54484336;288;54484224;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.13210
chr17;59617139;59617404;266;59617263;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.13247
chr17;61438176;61438433;258;61438356;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.13260
chr17;61732177;61732403;227;61732307;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.13264
chr17;67539940;67540538;599;67540113;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.13337
chr17;67759762;67759982;221;67759881;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.13343
chr17;74560759;74561009;251;74560914;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.13418
chr17;86320887;86321132;246;86320999;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.13526
chr17;94568115;94568351;237;94568246;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.13602
chr18;7644704;7645118;415;7644962;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.13667
chr18;13712618;13712875;258;13712722;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.13739
chr18;20376658;20377037;380;20376781;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.13779
chr18;29401314;29401728;415;29401469;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.13842
chr18;35296323;35296563;241;35296465;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.13928
chr18;35522243;35522575;333;35522421;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.13934
chr18;47292955;47293590;636;47293532;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.14051
chr18;57612431;57612725;295;57612502;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.14163
chr18;57664244;57664462;219;57664356;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.14164
chr18;59841844;59842054;211;59841989;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.14177
chr18;62113877;62114093;217;62114023;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.14199
chr18;65116947;65117176;230;65117042;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.14232
chr18;78601358;78601940;583;78601661;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.14418
chr18;84939547;84939785;239;84939714;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.14486
chr18;90586617;90586864;248;90586775;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.14507
chr19;9231402;9231666;265;9231537;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.14584
chr19;9506639;9506857;219;9506736;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.14587
chr19;14655984;14656331;348;14656071;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.14647
chr19;15705619;15705839;221;15705743;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.14654
chr19;15802008;15802267;260;15802130;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.14657
chr19;19174885;19175095;211;19174993;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.14694
chr19;19625100;19625663;564;19625554;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.14697
chr19;23071397;23071781;385;23071531;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.14726
chr19;23091651;23091964;314;23091763;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.14731
chr19;25005455;25005810;356;25005569;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.14762
chr19;27904686;27904921;236;27904814;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.14791
chr19;34156026;34156412;387;34156155;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.14868
chr19;36391874;36392170;297;36392034;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.14892
chr19;38386908;38387490;583;38387210;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.14944
chr19;39890134;39890482;349;39890237;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.14954
chr19;44053109;44053494;386;44053360;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.15005
chr19;45829053;45829271;219;45829173;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.15041
chr19;47169095;47169332;238;47169162;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.15058
chr19;51290930;51291185;256;51291094;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.15093
chr19;60094280;60094609;330;60094418;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.15171
chr1_GL456211_random;122673;123004;332;122791;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.15228
chr1_GL456211_random;192453;192859;407;192487;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.15240
chr2;5724785;5725088;304;5724971;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.15342
chr2;16102719;16103033;315;16102937;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.15427
chr2;20470773;20471045;273;20470933;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.15476
chr2;23457452;23458040;589;23457807;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.15512
chr2;29142117;29142550;434;29142418;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.15565
chr2;38180908;38181258;351;38181055;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.15651
chr2;50265335;50265647;313;50265590;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.15737
chr2;57192565;57192794;230;57192724;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.15814
chr2;63541779;63542078;300;63541987;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.15893
chr2;68570698;68570981;284;68570890;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.15942
chr2;71175197;71175504;308;71175315;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.15995
chr2;73025316;73025849;534;73025749;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.16036
chr2;75425144;75425544;401;75425333;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.16077
chr2;76665078;76665392;315;76665285;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.16102
chr2;76771205;76771488;284;76771279;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.16106
chr2;84762396;84762683;288;84762550;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.16214
chr2;85252120;85252364;245;85252219;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.16221
chr2;104508867;104509153;287;104509054;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.16360
chr2;106596923;106597274;352;106597093;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.16397
chr2;106812965;106813342;378;106813259;23,73;7,6259;3,54076;5,10794;mDUX-rep2-peak.16407
